image:tag,component/library,vulnerability,severity
jenkins/jenkins:2.332.3-jdk11,git-man,CVE-2022-29187,HIGH
jenkins/jenkins:2.332.3-jdk11,git-man,CVE-2022-39260,HIGH
jenkins/jenkins:2.332.3-jdk11,git-man,CVE-2023-23946,HIGH
jenkins/jenkins:2.332.3-jdk11,git-man,CVE-2023-25652,HIGH
jenkins/jenkins:2.332.3-jdk11,git-man,CVE-2023-29007,HIGH
jenkins/jenkins:2.332.3-jdk11,git-man,CVE-2024-32004,HIGH
jenkins/jenkins:2.332.3-jdk11,git-man,CVE-2024-32465,HIGH
jenkins/jenkins:2.332.3-jdk11,git-man,CVE-2022-39253,MEDIUM
jenkins/jenkins:2.332.3-jdk11,git-man,CVE-2023-22490,MEDIUM
jenkins/jenkins:2.332.3-jdk11,gnupg,CVE-2022-34903,MEDIUM
jenkins/jenkins:2.332.3-jdk11,gnupg-l10n,CVE-2022-34903,MEDIUM
jenkins/jenkins:2.332.3-jdk11,gnupg-utils,CVE-2022-34903,MEDIUM
jenkins/jenkins:2.332.3-jdk11,gpg,CVE-2022-34903,MEDIUM
jenkins/jenkins:2.332.3-jdk11,gpg-agent,CVE-2022-34903,MEDIUM
jenkins/jenkins:2.332.3-jdk11,gpg-wks-client,CVE-2022-34903,MEDIUM
jenkins/jenkins:2.332.3-jdk11,gpg-wks-server,CVE-2022-34903,MEDIUM
jenkins/jenkins:2.332.3-jdk11,gpgconf,CVE-2022-34903,MEDIUM
jenkins/jenkins:2.332.3-jdk11,gpgsm,CVE-2022-34903,MEDIUM
jenkins/jenkins:2.332.3-jdk11,gpgv,CVE-2022-34903,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libblkid1,CVE-2024-28085,HIGH
jenkins/jenkins:2.332.3-jdk11,libc-bin,CVE-2021-3999,HIGH
jenkins/jenkins:2.332.3-jdk11,libc-bin,CVE-2023-4911,HIGH
jenkins/jenkins:2.332.3-jdk11,libc-bin,CVE-2024-2961,HIGH
jenkins/jenkins:2.332.3-jdk11,libc-bin,CVE-2024-33599,HIGH
jenkins/jenkins:2.332.3-jdk11,libc-bin,CVE-2023-4806,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libc-bin,CVE-2023-4813,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libc-bin,CVE-2024-33600,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libc-bin,CVE-2024-33601,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libc-bin,CVE-2024-33602,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libc6,CVE-2021-3999,HIGH
jenkins/jenkins:2.332.3-jdk11,libc6,CVE-2023-4911,HIGH
jenkins/jenkins:2.332.3-jdk11,libc6,CVE-2024-2961,HIGH
jenkins/jenkins:2.332.3-jdk11,libc6,CVE-2024-33599,HIGH
jenkins/jenkins:2.332.3-jdk11,libc6,CVE-2023-4806,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libc6,CVE-2023-4813,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libc6,CVE-2024-33600,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libc6,CVE-2024-33601,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libc6,CVE-2024-33602,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libcom-err2,CVE-2022-1304,HIGH
jenkins/jenkins:2.332.3-jdk11,libcurl3-gnutls,CVE-2021-22945,CRITICAL
jenkins/jenkins:2.332.3-jdk11,libcurl3-gnutls,CVE-2022-32207,CRITICAL
jenkins/jenkins:2.332.3-jdk11,libcurl3-gnutls,CVE-2022-32221,CRITICAL
jenkins/jenkins:2.332.3-jdk11,libcurl3-gnutls,CVE-2023-23914,CRITICAL
jenkins/jenkins:2.332.3-jdk11,libcurl3-gnutls,CVE-2023-38545,CRITICAL
jenkins/jenkins:2.332.3-jdk11,libcurl3-gnutls,CVE-2021-22946,HIGH
jenkins/jenkins:2.332.3-jdk11,libcurl3-gnutls,CVE-2022-22576,HIGH
jenkins/jenkins:2.332.3-jdk11,libcurl3-gnutls,CVE-2022-27775,HIGH
jenkins/jenkins:2.332.3-jdk11,libcurl3-gnutls,CVE-2022-27781,HIGH
jenkins/jenkins:2.332.3-jdk11,libcurl3-gnutls,CVE-2022-27782,HIGH
jenkins/jenkins:2.332.3-jdk11,libcurl3-gnutls,CVE-2022-42916,HIGH
jenkins/jenkins:2.332.3-jdk11,libcurl3-gnutls,CVE-2022-43551,HIGH
jenkins/jenkins:2.332.3-jdk11,libcurl3-gnutls,CVE-2023-27533,HIGH
jenkins/jenkins:2.332.3-jdk11,libcurl3-gnutls,CVE-2023-27534,HIGH
jenkins/jenkins:2.332.3-jdk11,libcurl3-gnutls,CVE-2024-2398,HIGH
jenkins/jenkins:2.332.3-jdk11,libcurl3-gnutls,CVE-2021-22947,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libcurl3-gnutls,CVE-2022-27774,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libcurl3-gnutls,CVE-2022-27776,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libcurl3-gnutls,CVE-2022-32205,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libcurl3-gnutls,CVE-2022-32206,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libcurl3-gnutls,CVE-2022-32208,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libcurl3-gnutls,CVE-2022-43552,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libcurl3-gnutls,CVE-2023-23915,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libcurl3-gnutls,CVE-2023-23916,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libcurl3-gnutls,CVE-2023-27535,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libcurl3-gnutls,CVE-2023-27536,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libcurl3-gnutls,CVE-2023-27538,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libcurl3-gnutls,CVE-2023-28321,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libcurl3-gnutls,CVE-2023-46218,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libcurl3-gnutls,CVE-2023-46219,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libcurl3-gnutls,CVE-2024-7264,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libcurl3-gnutls,CVE-2024-8096,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libcurl3-gnutls,CVE-2024-9681,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libcurl4,CVE-2021-22945,CRITICAL
jenkins/jenkins:2.332.3-jdk11,libcurl4,CVE-2022-32207,CRITICAL
jenkins/jenkins:2.332.3-jdk11,libcurl4,CVE-2022-32221,CRITICAL
jenkins/jenkins:2.332.3-jdk11,libcurl4,CVE-2023-23914,CRITICAL
jenkins/jenkins:2.332.3-jdk11,libcurl4,CVE-2023-38545,CRITICAL
jenkins/jenkins:2.332.3-jdk11,libcurl4,CVE-2021-22946,HIGH
jenkins/jenkins:2.332.3-jdk11,libcurl4,CVE-2022-22576,HIGH
jenkins/jenkins:2.332.3-jdk11,libcurl4,CVE-2022-27775,HIGH
jenkins/jenkins:2.332.3-jdk11,libcurl4,CVE-2022-27781,HIGH
jenkins/jenkins:2.332.3-jdk11,libcurl4,CVE-2022-27782,HIGH
jenkins/jenkins:2.332.3-jdk11,libcurl4,CVE-2022-42916,HIGH
jenkins/jenkins:2.332.3-jdk11,libcurl4,CVE-2022-43551,HIGH
jenkins/jenkins:2.332.3-jdk11,libcurl4,CVE-2023-27533,HIGH
jenkins/jenkins:2.332.3-jdk11,libcurl4,CVE-2023-27534,HIGH
jenkins/jenkins:2.332.3-jdk11,libcurl4,CVE-2024-2398,HIGH
jenkins/jenkins:2.332.3-jdk11,libcurl4,CVE-2021-22947,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libcurl4,CVE-2022-27774,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libcurl4,CVE-2022-27776,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libcurl4,CVE-2022-32205,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libcurl4,CVE-2022-32206,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libcurl4,CVE-2022-32208,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libcurl4,CVE-2022-43552,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libcurl4,CVE-2023-23915,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libcurl4,CVE-2023-23916,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libcurl4,CVE-2023-27535,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libcurl4,CVE-2023-27536,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libcurl4,CVE-2023-27538,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libcurl4,CVE-2023-28321,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libcurl4,CVE-2023-46218,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libcurl4,CVE-2023-46219,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libcurl4,CVE-2024-7264,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libcurl4,CVE-2024-8096,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libcurl4,CVE-2024-9681,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libdb5.3,CVE-2019-8457,CRITICAL
jenkins/jenkins:2.332.3-jdk11,libexpat1,CVE-2024-45491,CRITICAL
jenkins/jenkins:2.332.3-jdk11,libexpat1,CVE-2024-45492,CRITICAL
jenkins/jenkins:2.332.3-jdk11,libexpat1,CVE-2022-40674,HIGH
jenkins/jenkins:2.332.3-jdk11,libexpat1,CVE-2022-43680,HIGH
jenkins/jenkins:2.332.3-jdk11,libexpat1,CVE-2023-52425,HIGH
jenkins/jenkins:2.332.3-jdk11,libexpat1,CVE-2024-45490,HIGH
jenkins/jenkins:2.332.3-jdk11,libexpat1,CVE-2024-50602,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libext2fs2,CVE-2022-1304,HIGH
jenkins/jenkins:2.332.3-jdk11,libfreetype6,CVE-2022-27404,CRITICAL
jenkins/jenkins:2.332.3-jdk11,libfreetype6,CVE-2022-27405,HIGH
jenkins/jenkins:2.332.3-jdk11,libfreetype6,CVE-2022-27406,HIGH
jenkins/jenkins:2.332.3-jdk11,libgcrypt20,CVE-2021-33560,HIGH
jenkins/jenkins:2.332.3-jdk11,libgcrypt20,CVE-2024-2236,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libgnutls30,CVE-2022-2509,HIGH
jenkins/jenkins:2.332.3-jdk11,libgnutls30,CVE-2023-0361,HIGH
jenkins/jenkins:2.332.3-jdk11,libgnutls30,CVE-2024-0553,HIGH
jenkins/jenkins:2.332.3-jdk11,libgnutls30,CVE-2024-0567,HIGH
jenkins/jenkins:2.332.3-jdk11,libgnutls30,CVE-2021-4209,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libgnutls30,CVE-2023-5981,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libgnutls30,CVE-2024-28834,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libgnutls30,CVE-2024-28835,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libgssapi-krb5-2,CVE-2024-37371,CRITICAL
jenkins/jenkins:2.332.3-jdk11,libgssapi-krb5-2,CVE-2022-42898,HIGH
jenkins/jenkins:2.332.3-jdk11,libgssapi-krb5-2,CVE-2024-37370,HIGH
jenkins/jenkins:2.332.3-jdk11,libgssapi-krb5-2,CVE-2023-36054,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libk5crypto3,CVE-2024-37371,CRITICAL
jenkins/jenkins:2.332.3-jdk11,libk5crypto3,CVE-2022-42898,HIGH
jenkins/jenkins:2.332.3-jdk11,libk5crypto3,CVE-2024-37370,HIGH
jenkins/jenkins:2.332.3-jdk11,libk5crypto3,CVE-2023-36054,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libkrb5-3,CVE-2024-37371,CRITICAL
jenkins/jenkins:2.332.3-jdk11,libkrb5-3,CVE-2022-42898,HIGH
jenkins/jenkins:2.332.3-jdk11,libkrb5-3,CVE-2024-37370,HIGH
jenkins/jenkins:2.332.3-jdk11,libkrb5-3,CVE-2023-36054,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libkrb5support0,CVE-2024-37371,CRITICAL
jenkins/jenkins:2.332.3-jdk11,libkrb5support0,CVE-2022-42898,HIGH
jenkins/jenkins:2.332.3-jdk11,libkrb5support0,CVE-2024-37370,HIGH
jenkins/jenkins:2.332.3-jdk11,libkrb5support0,CVE-2023-36054,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libksba8,CVE-2022-3515,CRITICAL
jenkins/jenkins:2.332.3-jdk11,libksba8,CVE-2022-47629,CRITICAL
jenkins/jenkins:2.332.3-jdk11,libldap-2.4-2,CVE-2023-2953,HIGH
jenkins/jenkins:2.332.3-jdk11,libmount1,CVE-2024-28085,HIGH
jenkins/jenkins:2.332.3-jdk11,libncursesw6,CVE-2022-29458,HIGH
jenkins/jenkins:2.332.3-jdk11,libncursesw6,CVE-2023-29491,HIGH
jenkins/jenkins:2.332.3-jdk11,libncursesw6,CVE-2023-50495,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libnghttp2-14,CVE-2023-44487,HIGH
jenkins/jenkins:2.332.3-jdk11,libnghttp2-14,CVE-2024-28182,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libpam-modules,CVE-2024-10963,HIGH
jenkins/jenkins:2.332.3-jdk11,libpam-modules,CVE-2024-10041,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libpam-modules,CVE-2024-22365,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libpam-modules-bin,CVE-2024-10963,HIGH
jenkins/jenkins:2.332.3-jdk11,libpam-modules-bin,CVE-2024-10041,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libpam-modules-bin,CVE-2024-22365,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libpam-runtime,CVE-2024-10963,HIGH
jenkins/jenkins:2.332.3-jdk11,libpam-runtime,CVE-2024-10041,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libpam-runtime,CVE-2024-22365,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libpam0g,CVE-2024-10963,HIGH
jenkins/jenkins:2.332.3-jdk11,libpam0g,CVE-2024-10041,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libpam0g,CVE-2024-22365,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libpcre2-8-0,CVE-2022-1586,CRITICAL
jenkins/jenkins:2.332.3-jdk11,libpcre2-8-0,CVE-2022-1587,CRITICAL
jenkins/jenkins:2.332.3-jdk11,libperl5.32,CVE-2020-16156,HIGH
jenkins/jenkins:2.332.3-jdk11,libperl5.32,CVE-2023-31484,HIGH
jenkins/jenkins:2.332.3-jdk11,libperl5.32,CVE-2023-47038,HIGH
jenkins/jenkins:2.332.3-jdk11,libsmartcols1,CVE-2024-28085,HIGH
jenkins/jenkins:2.332.3-jdk11,libsqlite3-0,CVE-2021-36690,HIGH
jenkins/jenkins:2.332.3-jdk11,libsqlite3-0,CVE-2023-7104,HIGH
jenkins/jenkins:2.332.3-jdk11,libss2,CVE-2022-1304,HIGH
jenkins/jenkins:2.332.3-jdk11,libssh2-1,CVE-2020-22218,HIGH
jenkins/jenkins:2.332.3-jdk11,libssl1.1,CVE-2022-2068,CRITICAL
jenkins/jenkins:2.332.3-jdk11,libssl1.1,CVE-2022-4450,HIGH
jenkins/jenkins:2.332.3-jdk11,libssl1.1,CVE-2023-0215,HIGH
jenkins/jenkins:2.332.3-jdk11,libssl1.1,CVE-2023-0286,HIGH
jenkins/jenkins:2.332.3-jdk11,libssl1.1,CVE-2023-0464,HIGH
jenkins/jenkins:2.332.3-jdk11,libssl1.1,CVE-2022-2097,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libssl1.1,CVE-2022-4304,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libssl1.1,CVE-2023-0465,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libssl1.1,CVE-2023-0466,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libssl1.1,CVE-2023-2650,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libssl1.1,CVE-2023-3446,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libssl1.1,CVE-2023-3817,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libssl1.1,CVE-2023-5678,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libssl1.1,CVE-2024-0727,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libssl1.1,CVE-2024-4741,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libssl1.1,CVE-2024-5535,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libsystemd0,CVE-2023-50387,HIGH
jenkins/jenkins:2.332.3-jdk11,libsystemd0,CVE-2023-50868,HIGH
jenkins/jenkins:2.332.3-jdk11,libsystemd0,CVE-2022-3821,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libsystemd0,CVE-2022-4415,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libsystemd0,CVE-2023-7008,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libtasn1-6,CVE-2021-46848,CRITICAL
jenkins/jenkins:2.332.3-jdk11,libtinfo6,CVE-2022-29458,HIGH
jenkins/jenkins:2.332.3-jdk11,libtinfo6,CVE-2023-29491,HIGH
jenkins/jenkins:2.332.3-jdk11,libtinfo6,CVE-2023-50495,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libtirpc-common,CVE-2021-46828,HIGH
jenkins/jenkins:2.332.3-jdk11,libtirpc3,CVE-2021-46828,HIGH
jenkins/jenkins:2.332.3-jdk11,libudev1,CVE-2023-50387,HIGH
jenkins/jenkins:2.332.3-jdk11,libudev1,CVE-2023-50868,HIGH
jenkins/jenkins:2.332.3-jdk11,libudev1,CVE-2022-3821,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libudev1,CVE-2022-4415,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libudev1,CVE-2023-7008,MEDIUM
jenkins/jenkins:2.332.3-jdk11,libuuid1,CVE-2024-28085,HIGH
jenkins/jenkins:2.332.3-jdk11,libzstd1,CVE-2022-4899,HIGH
jenkins/jenkins:2.332.3-jdk11,login,CVE-2023-4641,MEDIUM
jenkins/jenkins:2.332.3-jdk11,logsave,CVE-2022-1304,HIGH
jenkins/jenkins:2.332.3-jdk11,mount,CVE-2024-28085,HIGH
jenkins/jenkins:2.332.3-jdk11,ncurses-base,CVE-2022-29458,HIGH
jenkins/jenkins:2.332.3-jdk11,ncurses-base,CVE-2023-29491,HIGH
jenkins/jenkins:2.332.3-jdk11,ncurses-base,CVE-2023-50495,MEDIUM
jenkins/jenkins:2.332.3-jdk11,ncurses-bin,CVE-2022-29458,HIGH
jenkins/jenkins:2.332.3-jdk11,ncurses-bin,CVE-2023-29491,HIGH
jenkins/jenkins:2.332.3-jdk11,ncurses-bin,CVE-2023-50495,MEDIUM
jenkins/jenkins:2.332.3-jdk11,openssh-client,CVE-2023-38408,CRITICAL
jenkins/jenkins:2.332.3-jdk11,openssh-client,CVE-2021-41617,HIGH
jenkins/jenkins:2.332.3-jdk11,openssh-client,CVE-2023-48795,MEDIUM
jenkins/jenkins:2.332.3-jdk11,openssh-client,CVE-2023-51385,MEDIUM
jenkins/jenkins:2.332.3-jdk11,openssl,CVE-2022-4450,HIGH
jenkins/jenkins:2.332.3-jdk11,openssl,CVE-2023-0215,HIGH
jenkins/jenkins:2.332.3-jdk11,openssl,CVE-2023-0286,HIGH
jenkins/jenkins:2.332.3-jdk11,openssl,CVE-2023-0464,HIGH
jenkins/jenkins:2.332.3-jdk11,openssl,CVE-2022-2097,MEDIUM
jenkins/jenkins:2.332.3-jdk11,openssl,CVE-2022-4304,MEDIUM
jenkins/jenkins:2.332.3-jdk11,openssl,CVE-2023-0465,MEDIUM
jenkins/jenkins:2.332.3-jdk11,openssl,CVE-2023-0466,MEDIUM
jenkins/jenkins:2.332.3-jdk11,openssl,CVE-2023-2650,MEDIUM
jenkins/jenkins:2.332.3-jdk11,openssl,CVE-2023-3446,MEDIUM
jenkins/jenkins:2.332.3-jdk11,openssl,CVE-2023-3817,MEDIUM
jenkins/jenkins:2.332.3-jdk11,openssl,CVE-2023-5678,MEDIUM
jenkins/jenkins:2.332.3-jdk11,openssl,CVE-2024-0727,MEDIUM
jenkins/jenkins:2.332.3-jdk11,openssl,CVE-2024-4741,MEDIUM
jenkins/jenkins:2.332.3-jdk11,openssl,CVE-2024-5535,MEDIUM
jenkins/jenkins:2.332.3-jdk11,passwd,CVE-2023-4641,MEDIUM
jenkins/jenkins:2.332.3-jdk11,perl,CVE-2020-16156,HIGH
jenkins/jenkins:2.332.3-jdk11,perl,CVE-2023-31484,HIGH
jenkins/jenkins:2.332.3-jdk11,perl,CVE-2023-47038,HIGH
jenkins/jenkins:2.332.3-jdk11,perl-base,CVE-2020-16156,HIGH
jenkins/jenkins:2.332.3-jdk11,perl-base,CVE-2023-31484,HIGH
jenkins/jenkins:2.332.3-jdk11,perl-base,CVE-2023-47038,HIGH
jenkins/jenkins:2.332.3-jdk11,perl-modules-5.32,CVE-2020-16156,HIGH
jenkins/jenkins:2.332.3-jdk11,perl-modules-5.32,CVE-2023-31484,HIGH
jenkins/jenkins:2.332.3-jdk11,perl-modules-5.32,CVE-2023-47038,HIGH
jenkins/jenkins:2.332.3-jdk11,unzip,CVE-2022-0529,MEDIUM
jenkins/jenkins:2.332.3-jdk11,unzip,CVE-2022-0530,MEDIUM
jenkins/jenkins:2.332.3-jdk11,util-linux,CVE-2024-28085,HIGH
jenkins/jenkins:2.332.3-jdk11,zlib1g,CVE-2022-37434,CRITICAL
jenkins/jenkins:2.332.3-jdk11,zlib1g,CVE-2023-45853,CRITICAL
jenkins/jenkins:2.332.3-jdk11,com.fasterxml.jackson.core:jackson-databind,CVE-2020-36518,HIGH
jenkins/jenkins:2.332.3-jdk11,com.fasterxml.jackson.core:jackson-databind,CVE-2022-42003,HIGH
jenkins/jenkins:2.332.3-jdk11,com.fasterxml.jackson.core:jackson-databind,CVE-2022-42004,HIGH
jenkins/jenkins:2.332.3-jdk11,com.google.guava:guava,CVE-2023-2976,MEDIUM
jenkins/jenkins:2.332.3-jdk11,com.thoughtworks.xstream:xstream,CVE-2022-40151,HIGH
jenkins/jenkins:2.332.3-jdk11,com.thoughtworks.xstream:xstream,CVE-2022-41966,HIGH
jenkins/jenkins:2.332.3-jdk11,com.thoughtworks.xstream:xstream,CVE-2024-47072,HIGH
jenkins/jenkins:2.332.3-jdk11,commons-fileupload:commons-fileupload,CVE-2023-24998,HIGH
jenkins/jenkins:2.332.3-jdk11,commons-httpclient:commons-httpclient,CVE-2012-5783,MEDIUM
jenkins/jenkins:2.332.3-jdk11,commons-io:commons-io,CVE-2024-47554,HIGH
jenkins/jenkins:2.332.3-jdk11,org.apache.commons:commons-compress,CVE-2024-25710,HIGH
jenkins/jenkins:2.332.3-jdk11,org.apache.commons:commons-compress,CVE-2024-26308,MEDIUM
